Customer ID,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,RFM_Segment_Code,Segment
C11017,7,647.0375889995194,250,1,1,2,4,112,Lost
C11018,9,793.3021870781167,128,1,2,3,6,123,Potential Loyalists
C11019,11,1352.6009923114566,10,5,3,5,13,535,Loyal
C11020,11,651.8809331068514,45,3,3,2,8,332,Loyal
C11021,4,475.31538266251033,517,1,1,1,3,111,Lost
C11022,15,1098.4042058983955,6,5,5,4,14,554,Champions
C11023,8,635.6950142344685,77,2,2,2,6,222,Lost
C11024,9,913.0522559704951,37,3,2,3,8,323,Promising
C11025,15,1090.597846558084,42,3,5,4,12,354,Loyal
C11026,11,1077.969490627654,1,5,3,4,12,534,Loyal
C11027,1,176.43700617452623,296,1,1,1,3,111,Lost
C11028,13,955.8155883545919,96,2,4,3,9,243,At Risk
C11029,13,1906.884542794219,53,3,4,5,12,345,Loyal
C11030,11,697.324943909474,193,1,3,2,6,132,Potential Loyalists
C11031,4,455.40482967409,15,5,1,1,7,511,Potential Loyalists
C11032,13,1218.3786918893684,21,4,4,4,12,444,Champions
C11033,12,1559.6971664581265,182,1,4,5,10,145,At Risk
C11034,8,407.96069113046514,28,4,2,1,7,421,Potential Loyalists
C11035,2,88.85407629168775,56,3,1,1,5,311,Lost
C11036,12,1063.092275103789,18,4,4,4,12,444,Champions
C11037,16,1105.1136111416683,109,2,5,4,11,254,At Risk
C11038,8,1235.678237210435,124,1,2,4,7,124,Potential Loyalists
C11039,9,799.7171655427626,12,5,2,3,10,523,Potential Loyalists
C11040,14,1068.033402382349,65,3,5,4,12,354,Loyal
C11041,11,966.5964510924152,20,4,3,3,10,433,Loyal
C11042,5,836.3284235825222,4,5,1,3,9,513,Potential Loyalists
C11043,3,128.66121576901065,424,1,1,1,3,111,Lost
C11044,6,542.6049555268576,127,1,1,1,3,111,Lost
C11045,7,360.92776716225154,250,1,1,1,3,111,Lost
C11046,6,493.2842143063234,68,2,1,1,4,211,Lost
C11047,10,629.1808561981172,5,5,3,2,10,532,Loyal
C11048,12,1416.8098911664101,8,5,4,5,14,545,Champions
C11049,10,782.0458900677834,30,4,3,3,10,433,Loyal
C11050,8,377.335920273359,83,2,2,1,5,221,Lost
C11051,8,707.5032615828817,9,5,2,2,9,522,Potential Loyalists
C11052,9,722.5505577687267,109,2,2,2,6,222,Lost
C11053,9,544.0583708635004,8,5,2,1,8,521,Potential Loyalists
C11054,12,606.9291045386376,20,4,4,2,10,442,Loyal
C11055,16,1190.2872624591705,22,4,5,4,13,454,Champions
C11056,9,1179.8868627648003,8,5,2,4,11,524,Potential Loyalists
C11057,14,1020.380818180435,261,1,5,4,10,154,At Risk
C11058,16,1131.2388078103936,10,5,5,4,14,554,Champions
C11059,11,723.8729820241823,71,2,3,2,7,232,Potential Loyalists
C11060,11,896.9892569065319,198,1,3,3,7,133,At Risk
C11061,8,374.488731494478,53,3,2,1,6,321,Potential Loyalists
C11062,7,377.63548246351974,435,1,1,1,3,111,Lost
C11063,13,1086.5715194529457,32,4,4,4,12,444,Champions
C11064,10,901.2601911045964,25,4,3,3,10,433,Loyal
C11065,12,1120.801682303285,1,5,4,4,13,544,Champions
C11066,10,899.5798684023131,63,3,3,3,9,333,Loyal
C11067,11,1459.1382550015874,217,1,3,5,9,135,At Risk
C11068,10,631.5275926293915,4,5,3,2,10,532,Loyal
C11069,7,960.3054642084464,25,4,1,3,8,413,Potential Loyalists
C11070,7,409.8302962231522,90,2,1,1,4,211,Lost
C11071,9,530.513713969154,140,1,2,1,4,121,Lost
C11072,10,2409.3076495676446,40,3,3,5,11,335,Loyal
C11073,7,580.7249096168582,170,1,1,2,4,112,Lost
C11074,9,708.103749494796,215,1,2,2,5,122,Lost
C11075,15,1641.8209807926314,152,1,5,5,11,155,At Risk
C11076,12,1548.7745477321287,48,3,4,5,12,345,Loyal
C11077,10,980.2697911266329,198,1,3,3,7,133,At Risk
C11078,12,1261.6181814521192,63,3,4,4,11,344,Loyal
C11079,18,2300.2938886120155,1,5,5,5,15,555,Champions
C11080,11,591.8608222438207,106,2,3,2,7,232,Potential Loyalists
C11081,6,563.2108645874849,8,5,1,2,8,512,Potential Loyalists
C11082,19,1818.468658120189,54,3,5,5,13,355,Loyal
C11083,6,815.3099064390386,218,1,1,3,5,113,Lost
C11084,11,649.5705363514348,83,2,3,2,7,232,Potential Loyalists
C11085,8,873.6768812686491,147,1,2,3,6,123,Potential Loyalists
C11086,12,874.1581209048146,6,5,4,3,12,543,Loyal
C11087,5,494.48719773821,94,2,1,1,4,211,Lost
C11088,5,308.4337660004005,37,3,1,1,5,311,Lost
C11089,11,494.3985198161425,68,2,3,1,6,231,Potential Loyalists
C11090,19,1910.1446560956576,13,5,5,5,15,555,Champions
C11091,11,848.054717738121,14,5,3,3,11,533,Loyal
C11092,11,1321.4990716127713,18,4,3,5,12,435,Loyal
C11093,8,1177.6256870318484,103,2,2,4,8,224,Potential Loyalists
C11094,10,1166.0822442244657,31,4,3,4,11,434,Loyal
C11095,6,690.0785111786212,279,1,1,2,4,112,Lost
C11096,4,252.3097075664612,66,3,1,1,5,311,Lost
C11097,13,1992.48066131343,86,2,4,5,11,245,At Risk
C11098,19,1263.6089327328325,1,5,5,4,14,554,Champions
C11099,12,666.1168785021471,131,1,4,2,7,142,Potential Loyalists
C11100,7,238.53136251782982,12,5,1,1,7,511,Potential Loyalists
C11101,15,1375.5423838015788,12,5,5,5,15,555,Champions
C11102,11,757.9336266538614,98,2,3,2,7,232,Potential Loyalists
C11103,7,469.5599796325081,131,1,1,1,3,111,Lost
C11104,12,1551.3140667109603,62,3,4,5,12,345,Loyal
C11105,6,301.54971344932403,12,5,1,1,7,511,Potential Loyalists
C11106,9,1716.3711934575663,25,4,2,5,11,425,Potential Loyalists
C11107,8,861.3040985279173,264,1,2,3,6,123,Potential Loyalists
C11108,8,598.0780028227551,72,2,2,2,6,222,Lost
C11109,11,739.4353991170311,35,4,3,2,9,432,Loyal
C11110,5,183.52366741868738,438,1,1,1,3,111,Lost
C11111,7,855.0062120859469,176,1,1,3,5,113,Lost
C11112,10,877.1624895182325,13,5,3,3,11,533,Loyal
C11113,7,797.6354683761343,43,3,1,3,7,313,Promising
C11114,8,785.1482675495303,36,4,2,3,9,423,Potential Loyalists
C11115,8,862.0064563405384,77,2,2,3,7,223,Potential Loyalists
C11116,13,784.0371089946399,46,3,4,3,10,343,Loyal
C11117,13,1176.5207909474814,64,3,4,4,11,344,Loyal
C11118,10,612.5978813823258,103,2,3,2,7,232,Potential Loyalists
C11119,8,649.9034597747811,64,3,2,2,7,322,Potential Loyalists
C11120,4,367.7694092195625,118,1,1,1,3,111,Lost
C11121,13,1284.910402803235,5,5,4,5,14,545,Champions
C11122,11,834.3729548618714,7,5,3,3,11,533,Loyal
C11123,14,1482.6958495053207,2,5,5,5,15,555,Champions
C11124,7,531.4829672923261,56,3,1,1,5,311,Lost
C11125,7,528.9760403670125,12,5,1,1,7,511,Potential Loyalists
C11126,8,710.4804448398745,114,1,2,2,5,122,Lost
C11127,11,1660.8592732165096,59,3,3,5,11,335,Loyal
C11128,10,918.2913874904816,16,5,3,3,11,533,Loyal
C11129,7,884.2121991650349,13,5,1,3,9,513,Potential Loyalists
C11130,8,423.6752149585006,4,5,2,1,8,521,Potential Loyalists
C11131,7,514.7872726263312,1,5,1,1,7,511,Potential Loyalists
C11132,15,814.7858170357163,42,3,5,3,11,353,Loyal
C11133,8,950.7638149786434,130,1,2,3,6,123,Potential Loyalists
C11134,11,980.781138435235,52,3,3,3,9,333,Loyal
C11135,12,670.4499384147525,87,2,4,2,8,242,Potential Loyalists
C11136,10,1211.312945131297,1,5,3,4,12,534,Loyal
C11137,3,107.01228814986781,55,3,1,1,5,311,Lost
C11138,7,528.7587264433811,211,1,1,1,3,111,Lost
C11139,7,503.7193888311093,6,5,1,1,7,511,Potential Loyalists
C11140,12,1008.1288326010764,15,5,4,4,13,544,Champions
C11141,9,683.2868006072249,60,3,2,2,7,322,Potential Loyalists
C11142,10,958.8313250586692,134,1,3,3,7,133,At Risk
C11143,12,974.9735993140655,139,1,4,3,8,143,At Risk
C11144,11,922.9346339502422,45,3,3,3,9,333,Loyal
C11145,16,1050.1422515657553,2,5,5,4,14,554,Champions
C11146,17,1316.9510842104005,28,4,5,5,14,455,Champions
C11147,12,921.1959274626204,121,1,4,3,8,143,At Risk
C11148,11,1039.9202120587977,115,1,3,4,8,134,At Risk
C11149,15,1311.7674878318205,61,3,5,5,13,355,Loyal
C11150,10,591.7296105602501,27,4,3,2,9,432,Loyal
C11151,6,405.504958579712,67,2,1,1,4,211,Lost
C11152,12,1098.363128646152,71,2,4,4,10,244,At Risk
C11153,8,462.5173548702989,90,2,2,1,5,221,Lost
C11154,10,446.98600239435075,16,5,3,1,9,531,Loyal
C11155,8,319.0470836948917,75,2,2,1,5,221,Lost
C11156,7,469.4585690606317,117,1,1,1,3,111,Lost
C11157,7,739.1202048803852,24,4,1,2,7,412,Potential Loyalists
C11158,10,1159.1864071709138,6,5,3,4,12,534,Loyal
C11159,8,1378.2793099954124,124,1,2,5,8,125,Potential Loyalists
C11160,15,1159.614844765054,11,5,5,4,14,554,Champions
C11161,13,1055.5740364341914,52,3,4,4,11,344,Loyal
C11162,8,773.0568288403839,92,2,2,3,7,223,Potential Loyalists
C11163,6,776.644906794199,33,4,1,3,8,413,Potential Loyalists
C11164,4,457.98874020443407,91,2,1,1,4,211,Lost
C11165,10,918.6539445527477,55,3,3,3,9,333,Loyal
C11166,6,840.0624017155889,97,2,1,3,6,213,Potential Loyalists
C11167,16,1371.8094212835576,4,5,5,5,15,555,Champions
C11168,9,1382.7488290278204,180,1,2,5,8,125,Potential Loyalists
C11169,11,985.6455701235977,11,5,3,3,11,533,Loyal
C11170,5,792.742433519871,36,4,1,3,8,413,Potential Loyalists
C11171,10,1505.2354112989008,16,5,3,5,13,535,Loyal
C11172,9,365.53900260250634,15,5,2,1,8,521,Potential Loyalists
C11173,5,499.64425447762005,309,1,1,1,3,111,Lost
C11174,9,742.4398609005049,76,2,2,2,6,222,Lost
C11175,22,2218.737422384651,15,5,5,5,15,555,Champions
C11176,18,2043.1040205934637,53,3,5,5,13,355,Loyal
C11177,7,600.7852469796367,25,4,1,2,7,412,Potential Loyalists
C11178,8,382.0081373614195,3,5,2,1,8,521,Potential Loyalists
C11179,12,1587.9065808810496,202,1,4,5,10,145,At Risk
C11180,14,2100.664849104233,39,3,5,5,13,355,Loyal
C11181,9,913.9065788181603,11,5,2,3,10,523,Potential Loyalists
C11182,8,523.9727838217714,26,4,2,1,7,421,Potential Loyalists
C11183,7,505.5654838931366,18,4,1,1,6,411,Potential Loyalists
C11184,13,1466.0370404006321,15,5,4,5,14,545,Champions
C11185,6,583.4874224267605,152,1,1,2,4,112,Lost
C11186,9,583.2537198937254,28,4,2,2,8,422,Potential Loyalists
C11187,13,684.2928623538805,37,3,4,2,9,342,Loyal
C11188,11,492.69872390707553,124,1,3,1,5,131,Lost
C11189,10,758.6854621405131,79,2,3,2,7,232,Potential Loyalists
C11190,7,301.5107476587665,120,1,1,1,3,111,Lost
C11191,8,576.0491275145966,58,3,2,2,7,322,Potential Loyalists
C11192,7,591.8807692538676,153,1,1,2,4,112,Lost
C11193,12,1096.2600430786924,113,1,4,4,9,144,At Risk
C11194,6,492.20395076346114,57,3,1,1,5,311,Lost
C11195,10,952.0548907219195,50,3,3,3,9,333,Loyal
C11196,16,1890.8276162077818,12,5,5,5,15,555,Champions
C11197,8,459.235667667138,78,2,2,1,5,221,Lost
C11198,14,1063.1784559552261,69,2,5,4,11,254,At Risk
C11199,7,291.4948633646382,67,2,1,1,4,211,Lost
C11200,15,1193.958190154137,157,1,5,4,10,154,At Risk
C11201,22,2031.535223214478,41,3,5,5,13,355,Loyal
C11202,9,715.2465346589875,11,5,2,2,9,522,Potential Loyalists
C11203,12,959.9295446334372,35,4,4,3,11,443,Loyal
C11204,14,879.8935840509843,215,1,5,3,9,153,At Risk
C11205,3,166.8796708820366,38,3,1,1,5,311,Lost
C11206,15,1037.785437478975,23,4,5,4,13,454,Champions
C11207,11,678.1870946941025,97,2,3,2,7,232,Potential Loyalists
C11208,8,1566.5895740705296,24,4,2,5,11,425,Potential Loyalists
C11209,11,695.00236306589,166,1,3,2,6,132,Potential Loyalists
C11210,15,975.6856048019586,32,4,5,3,12,453,Loyal
C11211,9,840.9655403920721,41,3,2,3,8,323,Promising
C11212,12,1022.2770143077132,4,5,4,4,13,544,Champions
C11213,10,688.2976891436193,159,1,3,2,6,132,Potential Loyalists
C11214,12,1862.2567068939857,94,2,4,5,11,245,At Risk
C11215,10,864.5631015076319,146,1,3,3,7,133,At Risk
C11216,14,1131.5749737108956,109,2,5,4,11,254,At Risk
C11217,11,928.7251975659359,44,3,3,3,9,333,Loyal
C11218,14,959.6787999029387,8,5,5,3,13,553,Loyal
C11219,14,775.2537490573493,81,2,5,3,10,253,At Risk
C11220,4,180.50435860340744,132,1,1,1,3,111,Lost
C11221,7,433.0877201761526,25,4,1,1,6,411,Potential Loyalists
C11222,11,770.900865269049,85,2,3,3,8,233,At Risk
C11223,11,831.783415414464,11,5,3,3,11,533,Loyal
C11224,8,737.2810821387942,33,4,2,2,8,422,Potential Loyalists
C11225,10,536.5193186081522,66,3,3,1,7,331,Loyal
C11226,14,1589.515326351957,34,4,5,5,14,455,Champions
C11227,9,436.87375615736295,15,5,2,1,8,521,Potential Loyalists
C11228,15,1927.1143414344695,115,1,5,5,11,155,At Risk
C11229,11,1282.548494494523,78,2,3,5,10,235,At Risk
C11230,11,848.538204769544,40,3,3,3,9,333,Loyal
C11231,7,890.6027864547691,106,2,1,3,6,213,Potential Loyalists
C11232,11,940.2220018278038,56,3,3,3,9,333,Loyal
C11233,4,653.2210739550964,120,1,1,2,4,112,Lost
C11234,16,1586.8346977658011,36,4,5,5,14,455,Champions
C11235,6,462.30529684669597,140,1,1,1,3,111,Lost
C11236,12,853.6214197344427,40,3,4,3,10,343,Loyal
C11237,15,1046.464578242084,56,3,5,4,12,354,Loyal
C11238,15,1904.4975569008195,26,4,5,5,14,455,Champions
C11239,8,635.3817142126126,116,1,2,2,5,122,Lost
C11240,9,685.5931810331776,6,5,2,2,9,522,Potential Loyalists
C11241,12,786.1104692913225,58,3,4,3,10,343,Loyal
C11242,18,2279.2295125756227,71,2,5,5,12,255,At Risk
C11243,14,1314.6090581710084,40,3,5,5,13,355,Loyal
C11244,9,383.15372256665216,18,4,2,1,7,421,Potential Loyalists
C11245,22,2146.1967770432134,83,2,5,5,12,255,At Risk
C11246,14,1604.991965279303,16,5,5,5,15,555,Champions
C11247,12,1247.8053112991736,1,5,4,4,13,544,Champions
C11248,6,857.602983313998,154,1,1,3,5,113,Lost
C11249,10,1795.829472194275,29,4,3,5,12,435,Loyal
C11250,13,1511.00406496916,14,5,4,5,14,545,Champions
C11251,13,1001.0141976376765,41,3,4,4,11,344,Loyal
C11252,11,829.7098526230695,108,2,3,3,8,233,At Risk
C11253,4,364.15060949960383,129,1,1,1,3,111,Lost
C11254,16,1227.8042620082983,67,2,5,4,11,254,At Risk
C11255,14,1535.069631049438,46,3,5,5,13,355,Loyal
C11256,13,1059.3770383836704,37,3,4,4,11,344,Loyal
C11257,12,785.8560713593174,2,5,4,3,12,543,Loyal
C11258,8,1036.4160473600489,9,5,2,4,11,524,Potential Loyalists
C11259,12,1550.1414657895593,56,3,4,5,12,345,Loyal
C11260,4,259.7781411310327,117,1,1,1,3,111,Lost
C11261,16,1332.2601720996374,17,4,5,5,14,455,Champions
C11262,14,1112.3223425043082,167,1,5,4,10,154,At Risk
C11263,7,408.40295487654004,6,5,1,1,7,511,Potential Loyalists
C11264,9,494.14383129900665,8,5,2,1,8,521,Potential Loyalists
C11265,12,923.7308403615931,186,1,4,3,8,143,At Risk
C11266,7,435.5279931662702,68,2,1,1,4,211,Lost
C11267,11,855.1028782369038,70,2,3,3,8,233,At Risk
C11268,6,450.81308567366875,91,2,1,1,4,211,Lost
C11269,14,1498.8492014946537,96,2,5,5,12,255,At Risk
C11270,11,879.4289643748971,44,3,3,3,9,333,Loyal
C11271,10,1379.8559593006034,24,4,3,5,12,435,Loyal
C11272,5,287.0650582142054,299,1,1,1,3,111,Lost
C11273,13,1437.2850737305469,1,5,4,5,14,545,Champions
C11274,12,915.3060989358454,28,4,4,3,11,443,Loyal
C11275,9,989.2767980601835,1,5,2,3,10,523,Potential Loyalists
C11276,10,1052.677293392871,2,5,3,4,12,534,Loyal
C11277,7,362.23114530880605,1,5,1,1,7,511,Potential Loyalists
C11278,13,786.0336187615168,24,4,4,3,11,443,Loyal
C11279,10,645.5907739014319,8,5,3,2,10,532,Loyal
C11280,9,1098.4286843425984,153,1,2,4,7,124,Potential Loyalists
C11281,8,751.6362103728968,170,1,2,2,5,122,Lost
C11282,16,969.0921713050946,67,2,5,3,10,253,At Risk
C11283,14,1109.2311894640407,104,2,5,4,11,254,At Risk
C11284,9,1111.1819534686754,47,3,2,4,9,324,Promising
C11285,10,888.8017130853426,275,1,3,3,7,133,At Risk
C11286,11,888.2508825998857,55,3,3,3,9,333,Loyal
C11287,13,1401.8757212558182,40,3,4,5,12,345,Loyal
C11288,15,815.4274430278175,94,2,5,3,10,253,At Risk
C11289,6,725.3368597172862,25,4,1,2,7,412,Potential Loyalists
C11290,6,521.6484443330402,190,1,1,1,3,111,Lost
C11291,13,1029.2853540831995,36,4,4,4,12,444,Champions
C11292,14,1767.8258032307322,63,3,5,5,13,355,Loyal
C11293,8,1349.824261796686,23,4,2,5,11,425,Potential Loyalists
C11294,8,1566.2337967994908,236,1,2,5,8,125,Potential Loyalists
C11295,13,631.571524331815,28,4,4,2,10,442,Loyal
C11296,10,993.7968490573655,64,3,3,4,10,334,Loyal
C11297,4,470.08723472962566,323,1,1,1,3,111,Lost
C11298,10,1008.6818274927684,136,1,3,4,8,134,At Risk
C11299,10,514.7627119982184,59,3,3,1,7,331,Loyal
C11300,14,1258.202971945294,8,5,5,4,14,554,Champions
C11301,12,485.02889372809193,22,4,4,1,9,441,Loyal
C11302,13,917.9094451406606,91,2,4,3,9,243,At Risk
C11303,4,208.84752843395182,289,1,1,1,3,111,Lost
C11304,13,1074.785667391776,185,1,4,4,9,144,At Risk
C11305,10,1592.2851531556003,114,1,3,5,9,135,At Risk
C11306,13,1114.4611571653425,12,5,4,4,13,544,Champions
C11307,8,585.8560551378505,14,5,2,2,9,522,Potential Loyalists
C11308,8,878.7785568513458,142,1,2,3,6,123,Potential Loyalists
C11309,11,672.1694632760086,16,5,3,2,10,532,Loyal
C11310,10,716.8384725975106,26,4,3,2,9,432,Loyal
C11311,9,949.8637172678509,134,1,2,3,6,123,Potential Loyalists
C11312,10,845.4553869441851,5,5,3,3,11,533,Loyal
C11313,14,1887.6470297607025,140,1,5,5,11,155,At Risk
C11314,17,1913.9122568977239,149,1,5,5,11,155,At Risk
C11315,6,348.52439548703376,228,1,1,1,3,111,Lost
C11316,13,972.4544100270526,120,1,4,3,8,143,At Risk
C11317,12,713.7049910066563,20,4,4,2,10,442,Loyal
C11318,14,947.567870905501,38,3,5,3,11,353,Loyal
C11319,6,1089.7542167948388,276,1,1,4,6,114,Potential Loyalists
C11320,13,2060.6125526561163,17,4,4,5,13,445,Champions
C11321,11,845.3988379877376,40,3,3,3,9,333,Loyal
C11322,7,613.3075568687095,47,3,1,2,6,312,Potential Loyalists
C11323,6,513.7036970252461,246,1,1,1,3,111,Lost
C11324,8,635.1784537692265,82,2,2,2,6,222,Lost
C11325,9,773.5956242839135,103,2,2,3,7,223,Potential Loyalists
C11326,16,1140.9507938684146,62,3,5,4,12,354,Loyal
C11327,10,1273.4626157604691,19,4,3,4,11,434,Loyal
C11328,10,1088.3972665363133,24,4,3,4,11,434,Loyal
C11329,12,839.8782908386997,38,3,4,3,10,343,Loyal
C11330,13,1751.346644136031,3,5,4,5,14,545,Champions
C11331,11,1254.7571452746056,19,4,3,4,11,434,Loyal
C11332,5,748.8147600244463,60,3,1,2,6,312,Potential Loyalists
C11333,11,1615.28984255163,3,5,3,5,13,535,Loyal
C11334,12,1123.0925895946223,171,1,4,4,9,144,At Risk
C11335,3,105.62231739868278,173,1,1,1,3,111,Lost
C11336,10,975.7457420136976,113,1,3,3,7,133,At Risk
C11337,9,612.798586090709,152,1,2,2,5,122,Lost
C11338,8,1044.7429618782899,18,4,2,4,10,424,Potential Loyalists
C11339,13,1575.176906644364,19,4,4,5,13,445,Champions
C11340,10,745.0450002073828,159,1,3,2,6,132,Potential Loyalists
C11341,12,1640.6132172174496,1,5,4,5,14,545,Champions
C11342,8,461.2844405203576,221,1,2,1,4,121,Lost
C11343,10,785.8096912262782,29,4,3,3,10,433,Loyal
C11344,8,600.0695300868903,33,4,2,2,8,422,Potential Loyalists
C11345,14,1864.6071381226714,24,4,5,5,14,455,Champions
C11346,12,906.3620629837498,8,5,4,3,12,543,Loyal
C11347,10,563.7750919088672,26,4,3,2,9,432,Loyal
C11348,12,1188.2573718952815,39,3,4,4,11,344,Loyal
C11349,8,652.0168992854175,65,3,2,2,7,322,Potential Loyalists
C11350,8,332.59121566975205,34,4,2,1,7,421,Potential Loyalists
C11351,13,1023.8967905991219,2,5,4,4,13,544,Champions
C11352,10,907.6952610230975,56,3,3,3,9,333,Loyal
C11353,11,489.16827660659544,49,3,3,1,7,331,Loyal
C11354,14,1268.1031768016426,9,5,5,4,14,554,Champions
C11355,6,653.8453947679542,161,1,1,2,4,112,Lost
C11356,12,795.3568747248547,50,3,4,3,10,343,Loyal
C11357,8,548.2121381332657,201,1,2,1,4,121,Lost
C11358,7,1091.2370963295716,10,5,1,4,10,514,Potential Loyalists
C11359,10,558.9273192990089,35,4,3,2,9,432,Loyal
C11360,8,488.7177432002296,73,2,2,1,5,221,Lost
C11361,9,810.2895389213323,69,2,2,3,7,223,Potential Loyalists
C11362,12,1181.4904417219195,29,4,4,4,12,444,Champions
C11363,11,1062.715510911166,114,1,3,4,8,134,At Risk
C11364,8,259.5499757637558,8,5,2,1,8,521,Potential Loyalists
C11365,12,1050.0826904615421,102,2,4,4,10,244,At Risk
C11366,7,554.0024177962259,48,3,1,1,5,311,Lost
C11367,15,1079.291964431018,15,5,5,4,14,554,Champions
C11368,10,835.0632718942005,11,5,3,3,11,533,Loyal
C11369,12,776.3143152378804,7,5,4,3,12,543,Loyal
C11370,10,1204.5594494479235,42,3,3,4,10,334,Loyal
C11371,8,899.502348290048,14,5,2,3,10,523,Potential Loyalists
C11372,15,1414.5325040122332,22,4,5,5,14,455,Champions
C11373,8,696.3225469605205,7,5,2,2,9,522,Potential Loyalists
C11374,10,917.7239781636498,20,4,3,3,10,433,Loyal
C11375,15,1243.3911621569505,4,5,5,4,14,554,Champions
C11376,10,797.6007891619171,110,2,3,3,8,233,At Risk
C11377,10,843.1229563966174,6,5,3,3,11,533,Loyal
C11378,13,1744.4987604344042,3,5,4,5,14,545,Champions
C11379,8,900.171336748705,2,5,2,3,10,523,Potential Loyalists
C11380,11,695.048173976825,100,2,3,2,7,232,Potential Loyalists
C11381,11,1120.9357350031542,62,3,3,4,10,334,Loyal
C11382,13,1104.5989910639112,51,3,4,4,11,344,Loyal
C11383,13,1135.906849448393,59,3,4,4,11,344,Loyal
C11384,14,1353.7336997909724,76,2,5,5,12,255,At Risk
C11385,9,1415.052008501729,11,5,2,5,12,525,Potential Loyalists
C11386,10,820.3472470613747,42,3,3,3,9,333,Loyal
C11387,14,2589.6019660953516,87,2,5,5,12,255,At Risk
C11388,13,1451.4185746504154,98,2,4,5,11,245,At Risk
C11389,14,1172.0329753645055,21,4,5,4,13,454,Champions
C11390,10,982.5399550576767,28,4,3,3,10,433,Loyal
C11391,13,1394.9387859831193,1,5,4,5,14,545,Champions
C11392,8,874.4476727001843,184,1,2,3,6,123,Potential Loyalists
C11393,18,1797.2278187033285,99,2,5,5,12,255,At Risk
C11394,12,416.677267007261,154,1,4,1,6,141,Potential Loyalists
C11395,9,890.2536458104731,57,3,2,3,8,323,Promising
C11396,7,317.80169784562923,162,1,1,1,3,111,Lost
C11397,13,947.2888135232516,2,5,4,3,12,543,Loyal
C11398,10,849.2272839661149,18,4,3,3,10,433,Loyal
C11399,8,574.0492258398986,165,1,2,2,5,122,Lost
C11400,6,689.2633932263685,101,2,1,2,5,212,Lost
C11401,10,418.92163915803144,82,2,3,1,6,231,Potential Loyalists
C11402,12,688.4331828833784,38,3,4,2,9,342,Loyal
C11403,11,799.4698214434727,124,1,3,3,7,133,At Risk
C11404,13,1019.3540401121013,20,4,4,4,12,444,Champions
C11405,12,692.8850774253591,42,3,4,2,9,342,Loyal
C11406,10,1157.4088863921618,9,5,3,4,12,534,Loyal
C11407,8,569.5100786850048,1,5,2,2,9,522,Potential Loyalists
C11408,12,1101.8218641077026,18,4,4,4,12,444,Champions
C11409,11,813.2487514205835,109,2,3,3,8,233,At Risk
C11410,15,1348.710493956246,29,4,5,5,14,455,Champions
C11411,7,662.4813404731033,19,4,1,2,7,412,Potential Loyalists
C11412,7,392.7025133556538,73,2,1,1,4,211,Lost
C11413,3,187.79092982145505,267,1,1,1,3,111,Lost
C11414,9,723.0281259734039,21,4,2,2,8,422,Potential Loyalists
C11415,13,1636.8576282637862,20,4,4,5,13,445,Champions
C11416,8,711.1339453043514,230,1,2,2,5,122,Lost
C11417,15,1200.24910653372,11,5,5,4,14,554,Champions
C11418,9,1216.1093310075341,211,1,2,4,7,124,Potential Loyalists
C11419,13,1159.6727628517833,34,4,4,4,12,444,Champions
C11420,8,603.0119969471311,115,1,2,2,5,122,Lost
C11421,8,381.8684285271487,46,3,2,1,6,321,Potential Loyalists
C11422,13,847.0274095429411,11,5,4,3,12,543,Loyal
C11423,12,601.5289014272117,75,2,4,2,8,242,Potential Loyalists
C11424,11,1656.0859657550877,63,3,3,5,11,335,Loyal
C11425,17,2176.181549511028,84,2,5,5,12,255,At Risk
C11426,7,695.0792904867366,52,3,1,2,6,312,Potential Loyalists
C11427,11,1042.820575592379,4,5,3,4,12,534,Loyal
C11428,6,469.51644114038453,214,1,1,1,3,111,Lost
C11429,5,340.36000828703357,65,3,1,1,5,311,Lost
C11430,6,478.63408288495305,155,1,1,1,3,111,Lost
C11431,11,1250.9553940220048,19,4,3,4,11,434,Loyal
C11432,14,1440.9671933798631,39,3,5,5,13,355,Loyal
C11433,12,1358.4458499354635,106,2,4,5,11,245,At Risk
C11434,9,673.5175346042872,16,5,2,2,9,522,Potential Loyalists
C11435,6,299.0882736794076,46,3,1,1,5,311,Lost
C11436,7,532.8598947330875,101,2,1,1,4,211,Lost
C11437,4,301.9767533413816,134,1,1,1,3,111,Lost
C11438,9,1371.8427086685629,73,2,2,5,9,225,Loyal
C11439,10,664.1219028854167,89,2,3,2,7,232,Potential Loyalists
C11440,6,608.1761685783956,61,3,1,2,6,312,Potential Loyalists
C11441,12,896.0214121264501,11,5,4,3,12,543,Loyal
C11442,8,686.9374797360488,9,5,2,2,9,522,Potential Loyalists
C11443,8,1721.6148569109232,20,4,2,5,11,425,Potential Loyalists
C11444,6,822.039289459541,250,1,1,3,5,113,Lost
C11445,10,360.53922917047214,26,4,3,1,8,431,Loyal
C11446,9,861.1352305155267,236,1,2,3,6,123,Potential Loyalists
C11447,15,1704.3088737685666,18,4,5,5,14,455,Champions
C11448,15,1201.1534450368913,54,3,5,4,12,354,Loyal
C11449,8,916.4914955136475,44,3,2,3,8,323,Promising
C11450,10,722.4806850552867,12,5,3,2,10,532,Loyal
C11451,10,1126.009923760824,6,5,3,4,12,534,Loyal
C11452,9,734.0410790318788,3,5,2,2,9,522,Potential Loyalists
C11453,7,465.65982540540847,190,1,1,1,3,111,Lost
