Customer ID,is_churned,total_orders,total_revenue,avg_order_value,total_items,unique_products,days_active,last_order_days,order_rate,avg_items_per_order,R_score,F_score,M_score,RFM_Score
C11181,0,6,264.0903562052139,44.01505936753565,143,4,455,9,0.013186813186813187,23.833333333333332,5,2,3,10
C11182,0,5,397.88385285955974,79.57677057191195,157,4,464,37,0.010775862068965518,31.4,4,2,1,7
C11183,0,4,295.29983583464417,73.82495895866104,95,4,493,51,0.008113590263691683,23.75,4,1,1,6
C11184,0,8,951.3529810496316,118.91912263120395,257,7,399,2,0.020050125313283207,32.125,5,4,5,14
C11185,0,5,466.03865606561214,93.20773121312243,145,5,139,27,0.03597122302158273,29.0,1,1,2,4
C11186,0,6,198.81766779090592,33.13627796515099,112,5,491,9,0.012219959266802444,18.666666666666668,4,2,2,8
C11187,0,9,419.4922305682091,46.61024784091212,180,7,482,39,0.01867219917012448,20.0,3,4,2,9
C11188,0,9,439.57158586763643,48.84128731862627,225,7,370,115,0.024324324324324326,25.0,1,3,1,5
C11189,0,9,706.2441682351957,78.47157424835508,232,7,311,221,0.028938906752411574,25.77777777777778,2,3,2,7
C11190,0,6,235.0205356654788,39.1700892775798,117,5,449,5,0.013363028953229399,19.5,1,1,1,3
C11191,0,6,338.08289442875434,56.34714907145906,138,4,417,42,0.014388489208633094,23.0,3,2,2,7
C11192,0,6,549.3077980435836,91.5512996739306,134,5,410,38,0.014634146341463415,22.333333333333332,1,1,2,4
C11193,0,11,1001.0510018504003,91.00463653185457,291,8,317,31,0.03470031545741325,26.454545454545453,1,4,4,9
C11194,0,2,180.97011332657314,90.48505666328657,58,2,61,299,0.03278688524590164,29.0,3,1,1,5
C11195,0,9,902.8898346212856,100.3210927356984,272,8,403,12,0.022332506203473945,30.22222222222222,3,3,3,9
C11196,0,10,1236.5525036355564,123.65525036355564,338,7,379,63,0.026385224274406333,33.8,5,5,5,15
C11197,0,5,337.0343254206256,67.40686508412512,135,5,432,105,0.011574074074074073,27.0,2,2,1,5
C11198,0,9,616.5097740552143,68.50108600613493,226,7,505,35,0.01782178217821782,25.11111111111111,2,5,4,11
C11199,0,4,174.14896122925794,43.537240307314484,97,3,352,192,0.011363636363636364,24.25,2,1,1,4
C11200,0,14,1166.610306024103,83.32930757315022,353,8,500,12,0.028,25.214285714285715,1,5,4,10
C11201,0,16,1468.9257977690927,91.8078623605683,345,9,502,2,0.03187250996015936,21.5625,3,5,5,13
C11202,0,6,529.7241358194123,88.28735596990204,130,5,469,38,0.01279317697228145,21.666666666666668,5,2,2,9
C11203,0,6,559.3269867555438,93.2211644592573,145,5,446,27,0.013452914798206279,24.166666666666668,4,4,3,11
C11204,1,14,879.8935840509843,62.849541717927444,239,11,508,30,0.027559055118110236,17.071428571428573,1,5,3,9
C11205,0,2,56.618437980175365,28.309218990087682,20,2,73,430,0.0273972602739726,10.0,3,1,1,5
C11206,0,9,806.5823009415174,89.6202556601686,196,6,531,8,0.01694915254237288,21.77777777777778,4,5,4,13
C11207,0,9,532.937027238736,59.21522524874845,172,8,386,39,0.023316062176165803,19.11111111111111,2,3,2,7
C11208,0,6,1363.7914008863975,227.29856681439958,202,5,374,70,0.016042780748663103,33.666666666666664,4,2,5,11
C11209,0,10,605.2320458860615,60.523204588606156,300,7,431,1,0.02320185614849188,30.0,1,3,2,6
C11210,0,13,819.4661537709995,63.03585798238458,314,7,441,44,0.02947845804988662,24.153846153846153,4,5,3,12
C11211,0,6,458.7338616850908,76.4556436141818,131,4,495,13,0.012121212121212121,21.833333333333332,3,2,3,8
C11212,0,9,860.1549224337004,95.57276915930005,255,6,380,47,0.02368421052631579,28.333333333333332,5,4,4,13
C11213,0,9,552.0707014567798,61.341189050753314,177,7,359,185,0.025069637883008356,19.666666666666668,1,3,2,6
C11214,0,9,1358.8079192215398,150.9786576912822,190,7,392,95,0.02295918367346939,21.11111111111111,2,4,5,11
C11215,0,9,546.7288238497188,60.747647094413196,190,6,494,33,0.018218623481781375,21.11111111111111,1,3,3,7
C11216,0,12,1096.5137533583109,91.37614611319258,262,8,338,120,0.03550295857988166,21.833333333333332,2,5,4,11
C11217,0,8,709.6566947386373,88.70708684232966,185,7,426,103,0.018779342723004695,23.125,3,3,3,9
C11218,0,10,668.6705760509537,66.86705760509537,288,7,478,35,0.02092050209205021,28.8,5,5,3,13
C11219,0,13,558.9944064824799,42.99956972942153,202,9,382,64,0.034031413612565446,15.538461538461538,2,5,3,10
C11220,0,3,70.08901639924704,23.363005466415682,26,3,74,92,0.04054054054054054,8.666666666666666,1,1,1,3
C11221,0,5,361.5911006008446,72.31822012016892,159,5,415,35,0.012048192771084338,31.8,4,1,1,6
C11222,0,9,750.3468545132183,83.37187272369093,168,7,427,6,0.02107728337236534,18.666666666666668,2,3,3,8
C11223,0,9,564.6514534813114,62.73905038681237,218,8,475,15,0.018947368421052633,24.22222222222222,5,3,3,11
C11224,0,6,588.2602538596597,98.0433756432766,134,5,172,5,0.03488372093023256,22.333333333333332,4,2,2,8
C11225,0,7,397.75540022316244,56.82220003188035,161,6,452,34,0.015486725663716814,23.0,3,3,1,7
C11226,0,9,774.0419659599224,86.00466288443583,239,6,215,29,0.04186046511627907,26.555555555555557,4,5,5,14
C11227,0,4,261.62877893486166,65.40719473371541,123,4,156,297,0.02564102564102564,30.75,5,2,1,8
C11228,0,13,1855.6760723792545,142.74431325994266,379,8,511,8,0.025440313111545987,29.153846153846153,1,5,5,11
C11229,0,9,1147.8995305455826,127.54439228284251,263,9,462,80,0.01948051948051948,29.22222222222222,2,3,5,10
C11230,0,5,374.3014372211536,74.86028744423072,124,4,223,97,0.02242152466367713,24.8,3,3,3,9
C11231,0,5,455.3968986955049,91.07937973910097,98,4,286,140,0.017482517482517484,19.6,2,1,3,6
C11232,0,9,806.3513906427215,89.59459896030239,264,8,500,12,0.018,29.333333333333332,3,3,3,9
C11233,0,3,469.71145873848513,156.57048624616172,72,3,418,31,0.007177033492822967,24.0,1,1,2,4
C11234,0,13,1191.3628970511684,91.6432997731668,299,11,425,27,0.03058823529411765,23.0,4,5,5,14
C11235,0,5,316.974857405701,63.3949714811402,121,5,527,8,0.009487666034155597,24.2,1,1,1,3
C11236,0,10,697.3159730038774,69.73159730038773,180,8,466,18,0.02145922746781116,18.0,3,4,3,10
C11237,0,14,1043.023243962567,74.5016602830405,324,10,434,79,0.03225806451612903,23.142857142857142,3,5,4,12
C11238,0,12,1556.0331033594725,129.66942527995604,358,8,442,46,0.027149321266968326,29.833333333333332,4,5,5,14
C11239,0,7,585.5007955017435,83.64297078596336,153,5,374,29,0.01871657754010695,21.857142857142858,1,2,2,5
C11240,0,6,505.33823477754544,84.2230391295909,144,6,388,41,0.015463917525773196,24.0,5,2,2,9
C11241,0,11,662.4870782563991,60.22609802330901,233,8,467,65,0.023554603854389723,21.181818181818183,3,4,3,10
C11242,0,14,1187.8333013242104,84.84523580887218,437,11,402,37,0.03482587064676617,31.214285714285715,2,5,5,12
C11243,0,10,724.4749534219458,72.44749534219457,256,9,365,128,0.0273972602739726,25.6,3,5,5,13
C11244,0,7,305.40197590086274,43.62885370012325,178,6,486,45,0.01440329218106996,25.428571428571427,4,2,1,7
C11245,0,19,1799.7963541173192,94.72612390091153,515,10,512,13,0.037109375,27.105263157894736,2,5,5,12
C11246,0,11,1372.5365691341221,124.77605173946564,308,8,419,46,0.026252983293556086,28.0,5,5,5,15
C11247,0,7,873.8761314614001,124.83944735162858,225,6,492,11,0.014227642276422764,32.142857142857146,5,4,4,13
C11248,0,4,703.359790072848,175.839947518212,84,4,209,104,0.019138755980861243,21.0,1,1,3,5
C11249,0,7,1105.3902728252747,157.9128961178964,191,6,248,184,0.028225806451612902,27.285714285714285,4,3,5,12
C11250,0,11,1404.7248103091547,127.70225548265043,263,8,434,85,0.02534562211981567,23.90909090909091,5,4,5,14
C11251,0,9,829.3425680377826,92.14917422642029,296,7,449,8,0.0200445434298441,32.888888888888886,3,4,4,11
C11252,0,9,641.9380066654785,71.32644518505316,215,7,238,18,0.037815126050420166,23.88888888888889,2,3,3,8
C11253,0,3,331.79758734098345,110.59919578032782,85,2,332,62,0.009036144578313253,28.333333333333332,1,1,1,3
C11254,0,13,979.330957257431,75.33315055826392,209,9,429,77,0.030303030303030304,16.076923076923077,2,5,4,11
C11255,0,11,942.3401560917981,85.66728691743619,299,9,471,54,0.02335456475583864,27.181818181818183,3,5,5,13
C11256,0,10,949.1694136526376,94.91694136526375,216,9,421,111,0.023752969121140142,21.6,3,4,4,11
C11257,0,8,435.7097616252755,54.46372020315944,160,6,447,42,0.017897091722595078,20.0,5,4,3,12
C11258,0,6,917.626099064144,152.93768317735734,172,5,434,7,0.013824884792626729,28.666666666666668,5,2,4,11
C11259,0,10,1415.9194373030512,141.5919437303051,260,8,414,36,0.024154589371980676,26.0,3,4,5,12
C11260,0,3,235.06539685180232,78.35513228393411,50,2,174,39,0.017241379310344827,16.666666666666668,1,1,1,3
C11261,0,10,582.7032633677957,58.27032633677957,209,7,448,87,0.022321428571428572,20.9,4,5,5,14
C11262,0,13,1012.243851990777,77.86491169159822,298,10,479,40,0.027139874739039668,22.923076923076923,1,5,4,10
C11263,0,6,380.26704681961695,63.377841136602825,133,5,421,58,0.014251781472684086,22.166666666666668,5,1,1,7
C11264,0,5,275.5610556589817,55.112211131796336,114,5,352,113,0.014204545454545454,22.8,5,2,1,8
C11265,1,12,923.7308403615931,76.97757003013275,239,9,510,1,0.023529411764705882,19.916666666666668,1,4,3,8
C11266,0,6,434.53875986594437,72.42312664432406,151,4,430,72,0.013953488372093023,25.166666666666668,2,1,1,4
C11267,0,8,675.3831965069514,84.42289956336893,199,7,464,21,0.017241379310344827,24.875,2,3,3,8
C11268,0,4,203.55918324277258,50.889795810693144,72,2,393,144,0.010178117048346057,18.0,2,1,1,4
C11269,0,11,1327.2506289469893,120.65914808608994,255,10,415,48,0.02650602409638554,23.181818181818183,2,5,5,12
C11270,0,8,425.317350697384,53.164668837173,195,7,445,97,0.017977528089887642,24.375,3,3,3,9
C11271,0,7,1239.7255840980306,177.10365487114723,163,6,534,2,0.013108614232209739,23.285714285714285,4,3,5,12
C11272,1,5,287.0650582142054,57.413011642841084,91,5,426,114,0.011737089201877934,18.2,1,1,1,3
C11273,0,9,837.2222570841452,93.02469523157168,246,8,475,27,0.018947368421052633,27.333333333333332,5,4,5,14
C11274,0,9,822.005008410774,91.33388982341934,233,7,377,94,0.023872679045092837,25.88888888888889,4,4,3,11
C11275,0,3,459.3574419557108,153.11914731857027,138,3,432,35,0.006944444444444444,46.0,5,2,3,10
C11276,0,7,793.3149911440447,113.33071302057782,168,6,492,30,0.014227642276422764,24.0,5,3,4,12
C11277,0,5,203.5724114881225,40.7144822976245,125,3,523,1,0.009560229445506692,25.0,5,1,1,7
C11278,0,9,493.2138093544509,54.801534372716766,171,6,334,156,0.02694610778443114,19.0,4,4,3,11
C11279,0,4,404.1868970508876,101.0467242627219,93,3,388,8,0.010309278350515464,23.25,5,3,2,10
C11280,0,6,524.7325806594881,87.45543010991469,193,6,431,23,0.013921113689095127,32.166666666666664,1,2,4,7
C11281,0,6,576.7132062958342,96.11886771597237,119,5,407,59,0.014742014742014743,19.833333333333332,1,2,2,5
C11282,0,14,796.5731986522147,56.89808561801534,196,8,485,5,0.0288659793814433,14.0,2,5,3,10
C11283,0,11,917.0154086502002,83.36503715001821,294,8,502,41,0.021912350597609563,26.727272727272727,2,5,4,11
C11284,0,8,951.1385375977829,118.89231719972287,305,6,493,8,0.016227180527383367,38.125,3,2,4,9
C11285,1,10,888.8017130853426,88.88017130853426,263,9,380,90,0.02631578947368421,26.3,1,3,3,7
C11286,0,7,494.4173574074467,70.63105105820667,106,5,532,10,0.013157894736842105,15.142857142857142,3,3,3,9
C11287,0,11,1170.1733230298266,106.37939300271151,314,9,527,10,0.020872865275142316,28.545454545454547,3,4,5,12
C11288,0,11,723.3035052698949,65.75486411544499,271,9,516,11,0.02131782945736434,24.636363636363637,2,5,3,10
C11289,0,4,634.7589347678238,158.68973369195595,107,4,358,36,0.0111731843575419,26.75,4,1,2,7
C11290,1,6,521.6484443330402,86.94140738884003,207,6,502,5,0.01195219123505976,34.5,1,1,1,3
C11291,0,9,663.9672847587756,73.77414275097506,284,8,434,69,0.020737327188940093,31.555555555555557,4,4,4,12
C11292,0,9,1145.5925248143265,127.28805831270294,316,5,513,1,0.017543859649122806,35.111111111111114,3,5,5,13
C11293,0,7,1332.2687915149363,190.32411307356233,197,5,465,71,0.015053763440860216,28.142857142857142,4,2,5,11
C11294,1,8,1566.2337967994908,195.77922459993636,234,6,446,51,0.017937219730941704,29.25,1,2,5,8
C11295,0,8,477.4619507013642,59.68274383767052,185,5,446,45,0.017937219730941704,23.125,4,4,2,10
C11296,0,8,816.8030988995798,102.10038736244748,161,7,361,149,0.0221606648199446,20.125,3,3,4,10
C11297,1,4,470.08723472962566,117.52180868240642,122,4,371,138,0.01078167115902965,30.5,1,1,1,3
C11298,0,8,872.4173715175399,109.05217143969249,240,7,396,45,0.020202020202020204,30.0,1,3,4,8
C11299,0,4,324.13648994699633,81.03412248674908,88,4,363,121,0.011019283746556474,22.0,3,3,1,7
C11300,0,10,1118.3979756335357,111.83979756335357,260,9,322,117,0.031055900621118012,26.0,5,5,4,14
C11301,0,10,408.3543889162933,40.83543889162933,203,8,501,18,0.01996007984031936,20.3,4,4,1,9
C11302,0,11,875.0191765778591,79.54719787071446,176,9,412,10,0.02669902912621359,16.0,2,4,3,9
C11303,1,4,208.84752843395182,52.211882108487956,75,4,341,104,0.011730205278592375,18.75,1,1,1,3
C11304,1,13,1074.785667391776,82.67582056859816,279,10,515,0,0.02524271844660194,21.46153846153846,1,4,4,9
C11305,0,8,1372.1438321072599,171.51797901340748,246,7,403,65,0.019851116625310174,30.75,1,3,5,9
C11306,0,8,499.86411165911005,62.483013957388756,178,7,470,40,0.01702127659574468,22.25,5,4,4,13
C11307,0,4,238.77133805565836,59.69283451391459,67,4,381,19,0.010498687664041995,16.75,5,2,2,9
C11308,0,7,776.6110393140306,110.94443418771866,216,5,509,25,0.0137524557956778,30.857142857142858,1,2,3,6
C11309,0,9,593.0700847372556,65.89667608191729,234,7,479,56,0.018789144050104383,26.0,5,3,2,10
C11310,0,6,384.55136773115754,64.0918946218596,129,3,356,8,0.016853932584269662,21.5,4,3,2,9
C11311,0,8,767.2840223673763,95.91050279592204,219,7,424,72,0.018867924528301886,27.375,1,2,3,6
C11312,0,9,694.742128721068,77.19356985789643,225,6,283,84,0.03180212014134275,25.0,5,3,3,11
C11313,0,13,1864.7653014733307,143.44348472871775,311,9,468,41,0.027777777777777776,23.923076923076923,1,5,5,11
C11314,0,14,1701.6900814383891,121.54929153131351,398,10,500,40,0.028,28.428571428571427,1,5,5,11
C11315,1,6,348.52439548703376,58.08739924783896,143,5,277,44,0.021660649819494584,23.833333333333332,1,1,1,3
C11316,0,9,831.637361115792,92.40415123508801,241,7,530,13,0.016981132075471698,26.77777777777778,1,4,3,8
C11317,0,8,541.387323818116,67.6734154772645,204,6,300,91,0.02666666666666667,25.5,4,4,2,10
C11318,0,10,392.52731296812004,39.252731296812,214,7,524,16,0.019083969465648856,21.4,3,5,3,11
C11319,1,6,1089.7542167948388,181.62570279913982,166,5,423,91,0.014184397163120567,27.666666666666668,1,1,4,6
C11320,0,8,1194.1505225422277,149.26881531777846,163,5,446,34,0.017937219730941704,20.375,4,4,5,13
C11321,0,8,639.5229417265717,79.94036771582147,228,7,489,45,0.016359918200409,28.5,3,3,3,9
C11322,0,4,217.84833717125494,54.462084292813735,92,4,137,270,0.029197080291970802,23.0,3,1,2,6
C11323,1,6,513.7036970252461,85.61728283754103,196,5,463,61,0.012958963282937365,32.666666666666664,1,1,1,3
C11324,0,4,473.3403452235086,118.33508630587716,98,3,286,229,0.013986013986013986,24.5,2,2,2,6
C11325,0,8,691.583595847633,86.44794948095412,158,8,246,209,0.032520325203252036,19.75,2,2,3,7
C11326,0,15,1065.5495540764805,71.03663693843204,276,10,533,3,0.028142589118198873,18.4,3,5,4,12
C11327,0,5,396.681632506585,79.336326501317,133,4,450,33,0.011111111111111112,26.6,4,3,4,11
C11328,0,6,921.2801216115472,153.54668693525787,187,5,312,134,0.019230769230769232,31.166666666666668,4,3,4,11
C11329,0,8,583.3434985472866,72.91793731841082,179,6,477,12,0.016771488469601678,22.375,3,4,3,10
C11330,0,11,1677.3717656202825,152.4883423291166,347,9,500,36,0.022,31.545454545454547,5,4,5,14
C11331,0,7,1088.568694122416,155.50981344605944,247,6,404,20,0.017326732673267328,35.285714285714285,4,3,4,11
C11332,0,3,628.1839411258982,209.39464704196607,82,3,264,174,0.011363636363636364,27.333333333333332,3,1,2,6
C11333,0,10,1103.7604969347924,110.37604969347925,240,6,509,13,0.019646365422396856,24.0,5,3,5,13
C11334,0,10,592.1072376197549,59.21072376197549,234,7,493,32,0.02028397565922921,23.4,1,4,4,9
C11335,0,2,52.53535404152595,26.267677020762974,19,2,44,217,0.045454545454545456,9.5,1,1,1,3
C11336,0,9,914.8847455041943,101.65386061157714,216,8,374,10,0.02406417112299465,24.0,1,3,3,7
C11337,0,8,547.9932739056624,68.4991592382078,223,5,468,48,0.017094017094017096,27.875,1,2,2,5
C11338,0,6,542.8049086528329,90.46748477547214,134,5,445,4,0.01348314606741573,22.333333333333332,4,2,4,10
C11339,0,8,1049.8850763261523,131.23563454076904,200,7,446,13,0.017937219730941704,25.0,4,4,5,13
C11340,0,8,541.4242033078629,67.67802541348286,193,8,197,76,0.04060913705583756,24.125,1,3,2,6
C11341,0,4,835.7513694330974,208.93784235827434,159,4,220,69,0.01818181818181818,39.75,5,4,5,14
C11342,1,8,461.2844405203576,57.6605550650447,173,7,502,36,0.01593625498007968,21.625,1,2,1,4
C11343,0,7,572.5733238335615,81.79618911908021,145,5,258,178,0.027131782945736434,20.714285714285715,4,3,3,10
C11344,0,6,444.89822968232295,74.14970494705382,173,6,452,50,0.01327433628318584,28.833333333333332,4,2,2,8
C11345,0,10,1213.3948641200407,121.33948641200406,295,8,507,36,0.01972386587771203,29.5,4,5,5,14
C11346,0,10,744.9676957949931,74.49676957949931,286,8,470,24,0.02127659574468085,28.6,5,4,3,12
C11347,0,8,379.63403841517675,47.45425480189709,123,5,402,76,0.01990049751243781,15.375,4,3,2,9
C11348,0,9,627.5708874147649,69.73009860164055,250,7,519,0,0.017341040462427744,27.77777777777778,3,4,4,11
C11349,0,6,431.52552834570935,71.92092139095156,180,6,527,15,0.011385199240986717,30.0,3,2,2,7
C11350,0,4,147.62638974755168,36.90659743688792,63,3,294,66,0.013605442176870748,15.75,4,2,1,7
C11351,0,8,835.0804614470687,104.38505768088359,167,5,230,255,0.034782608695652174,20.875,5,4,4,13
C11352,0,7,544.0486205372556,77.72123150532222,182,7,376,77,0.018617021276595744,26.0,3,3,3,9
C11353,0,8,341.33362336332243,42.666702920415304,162,7,471,19,0.016985138004246284,20.25,3,3,1,7
C11354,0,7,695.7346617187411,99.39066595982015,156,5,470,64,0.014893617021276596,22.285714285714285,5,5,4,14
C11355,0,5,556.5856402620583,111.31712805241166,154,4,298,4,0.016778523489932886,30.8,1,1,2,4
C11356,0,8,454.52277521064536,56.81534690133067,162,7,521,12,0.015355086372360844,20.25,3,4,3,10
C11357,1,8,548.2121381332657,68.52651726665822,132,8,520,16,0.015384615384615385,16.5,1,2,1,4
C11358,0,5,1024.95046329592,204.99009265918397,122,4,469,40,0.010660980810234541,24.4,5,1,4,10
C11359,0,7,503.1057608606542,71.87225155152203,229,6,398,85,0.017587939698492462,32.714285714285715,4,3,2,9
C11360,0,6,410.0108195184753,68.33513658641255,150,6,195,122,0.03076923076923077,25.0,2,2,1,5
C11361,0,4,209.9774740327232,52.4943685081808,87,4,348,46,0.011494252873563218,21.75,2,2,3,7
C11362,0,7,1045.6034550087024,149.37192214410035,171,4,464,12,0.015086206896551725,24.428571428571427,4,4,4,12
C11363,0,8,745.8520376733425,93.23150470916781,186,6,482,4,0.016597510373443983,23.25,1,3,4,8
C11364,0,6,256.6044029620274,42.76740049367123,48,6,400,113,0.015,8.0,5,2,1,8
C11365,0,9,770.3743583222573,85.59715092469526,253,4,464,11,0.01939655172413793,28.11111111111111,2,4,4,10
C11366,0,5,338.6855261278255,67.7371052255651,113,5,290,68,0.017241379310344827,22.6,3,1,1,5
C11367,0,11,977.5474751711733,88.86795228828849,256,9,457,6,0.024070021881838075,23.272727272727273,5,5,4,14
C11368,0,7,489.2340752910281,69.89058218443259,147,5,419,2,0.016706443914081145,21.0,5,3,3,11
C11369,0,11,727.7791744057516,66.1617431277956,261,9,534,2,0.020599250936329586,23.727272727272727,5,4,3,12
C11370,0,8,956.7766198323649,119.59707747904561,190,7,375,98,0.021333333333333333,23.75,3,3,4,10
C11371,0,6,561.1191629383089,93.51986048971816,193,5,492,22,0.012195121951219513,32.166666666666664,5,2,3,10
C11372,0,13,997.6747538840863,76.7442118372374,307,9,490,46,0.026530612244897958,23.615384615384617,4,5,5,14
C11373,0,6,574.4366447632751,95.73944079387918,125,6,327,115,0.01834862385321101,20.833333333333332,5,2,2,9
C11374,0,6,666.6781004572028,111.11301674286715,148,6,212,311,0.02830188679245283,24.666666666666668,4,3,3,10
C11375,0,9,783.5481778230674,87.06090864700748,241,6,456,60,0.019736842105263157,26.77777777777778,5,5,4,14
C11376,0,8,510.0490790001885,63.75613487502356,190,8,485,46,0.016494845360824743,23.75,2,3,3,8
C11377,0,8,676.972154305487,84.62151928818588,175,7,470,54,0.01702127659574468,21.875,5,3,3,11
C11378,0,10,1200.9966400153048,120.09966400153048,230,8,467,56,0.021413276231263382,23.0,5,4,5,14
C11379,0,5,743.8201376293086,148.76402752586174,134,5,498,2,0.010040160642570281,26.8,5,2,3,10
C11380,0,8,475.2545402254813,59.406817528185165,155,7,439,19,0.018223234624145785,19.375,2,3,2,7
C11381,0,7,818.3771113281085,116.9110159040155,187,5,497,29,0.014084507042253521,26.714285714285715,3,3,4,10
C11382,0,10,987.6279004222329,98.76279004222329,237,8,498,0,0.020080321285140562,23.7,3,4,4,11
C11383,0,11,914.8259898766119,83.16599907969199,287,9,394,117,0.027918781725888325,26.09090909090909,3,4,4,11
C11384,0,11,1113.686590642392,101.24423551294473,278,7,518,10,0.021235521235521235,25.272727272727273,2,5,5,12
C11385,0,7,1316.6956089044693,188.09937270063847,247,5,511,18,0.0136986301369863,35.285714285714285,5,2,5,12
C11386,0,5,395.1678455807165,79.0335691161433,132,3,500,31,0.01,26.4,3,3,3,9
C11387,0,11,2367.2825454584486,215.20750413258622,381,7,436,83,0.02522935779816514,34.63636363636363,2,5,5,12
C11388,0,9,1147.0463052967636,127.44958947741819,244,8,398,33,0.022613065326633167,27.11111111111111,2,4,5,11
C11389,0,9,780.7667855089439,86.75186505654932,247,7,505,10,0.01782178217821782,27.444444444444443,4,5,4,13
C11390,0,6,638.923107428655,106.48718457144251,174,6,297,47,0.020202020202020204,29.0,4,3,3,10
C11391,0,4,94.44870421036167,23.612176052590417,64,3,495,7,0.00808080808080808,16.0,5,4,5,14
C11392,0,7,813.1850747488351,116.16929639269073,199,7,492,22,0.014227642276422764,28.428571428571427,1,2,3,6
C11393,0,16,1554.409623128859,97.15060144555369,426,9,450,85,0.035555555555555556,26.625,2,5,5,12
C11394,0,10,357.4539210983582,35.74539210983582,129,8,534,4,0.018726591760299626,12.9,1,4,1,6
C11395,0,4,582.0458978190306,145.51147445475766,104,4,376,35,0.010638297872340425,26.0,3,2,3,8
C11396,0,6,312.71597942020435,52.119329903367394,140,4,360,54,0.016666666666666666,23.333333333333332,1,1,1,3
C11397,0,10,829.7360167345843,82.97360167345843,257,8,392,70,0.025510204081632654,25.7,5,4,3,12
C11398,0,9,833.846654594573,92.6496282882859,217,6,486,11,0.018518518518518517,24.11111111111111,4,3,3,10
C11399,0,6,544.757748406462,90.79295806774367,152,4,344,149,0.01744186046511628,25.333333333333332,1,2,2,5
C11400,0,3,244.8849740937751,81.62832469792504,75,3,166,191,0.018072289156626505,25.0,2,1,2,5
C11401,0,9,414.96897721905395,46.10766413545044,163,6,512,5,0.017578125,18.11111111111111,2,3,1,6
C11402,0,11,517.3406965631542,47.0309724148322,244,8,305,209,0.036065573770491806,22.181818181818183,3,4,2,9
C11403,0,9,664.195961264368,73.79955125159644,233,6,454,55,0.019823788546255508,25.88888888888889,1,3,3,7
C11404,0,11,976.4722963566228,88.77020875969298,327,8,430,53,0.02558139534883721,29.727272727272727,4,4,4,12
C11405,0,10,465.680611177919,46.5680611177919,201,7,430,21,0.023255813953488372,20.1,3,4,2,9
C11406,0,8,1064.7361396999759,133.09201746249698,231,7,409,52,0.019559902200488997,28.875,5,3,4,12
C11407,0,4,343.76399516302126,85.94099879075532,122,4,428,93,0.009345794392523364,30.5,5,2,2,9
C11408,0,8,197.6134483258821,24.701681040735263,97,7,419,58,0.01909307875894988,12.125,4,4,4,12
C11409,0,10,775.2851357866083,77.52851357866084,230,7,425,14,0.023529411764705882,23.0,2,3,3,8
C11410,0,9,749.5839135136943,83.28710150152159,270,7,399,76,0.022556390977443608,30.0,4,5,5,14
C11411,0,5,650.2720505426508,130.05441010853016,119,4,445,16,0.011235955056179775,23.8,4,1,2,7
C11412,0,5,342.3442620611948,68.46885241223896,160,4,459,46,0.010893246187363835,32.0,2,1,1,4
C11413,1,3,187.79092982145505,62.59697660715168,87,3,419,82,0.007159904534606206,29.0,1,1,1,3
C11414,0,8,691.7597429948565,86.46996787435707,192,8,517,17,0.015473887814313346,24.0,4,2,2,8
C11415,0,10,819.014642183432,81.9014642183432,233,8,396,73,0.025252525252525252,23.3,4,4,5,13
C11416,1,8,711.1339453043514,88.89174316304393,227,6,425,45,0.018823529411764704,28.375,1,2,2,5
C11417,0,10,766.0739427528575,76.60739427528576,213,9,527,6,0.018975332068311195,21.3,5,5,4,14
C11418,1,9,1216.1093310075341,135.12325900083712,188,7,513,26,0.017543859649122806,20.88888888888889,1,2,4,7
C11419,0,10,760.8289209520834,76.08289209520834,286,7,384,85,0.026041666666666668,28.6,4,4,4,12
C11420,0,6,430.00173585916406,71.66695597652735,185,5,513,17,0.011695906432748537,30.833333333333332,1,2,2,5
C11421,0,7,306.7654845542803,43.82364065061147,183,7,531,7,0.013182674199623353,26.142857142857142,3,2,1,6
C11422,0,7,501.0956112873894,71.58508732676991,159,7,409,76,0.017114914425427872,22.714285714285715,5,4,3,12
C11423,0,8,488.2942205282887,61.036777566036086,109,7,486,3,0.01646090534979424,13.625,2,4,2,8
C11424,0,8,1373.6286629092772,171.70358286365965,221,5,446,68,0.017937219730941704,27.625,3,3,5,11
C11425,0,15,1799.6432256064143,119.97621504042762,448,8,472,46,0.03177966101694915,29.866666666666667,2,5,5,12
C11426,0,5,623.9149990297201,124.78299980594402,110,5,208,79,0.02403846153846154,22.0,3,1,2,6
C11427,0,7,714.139490353351,102.01992719333586,193,7,476,2,0.014705882352941176,27.571428571428573,5,3,4,12
C11428,1,6,469.51644114038453,78.25274019006409,176,6,482,29,0.012448132780082987,29.333333333333332,1,1,1,3
C11429,0,3,269.1007904727849,89.70026349092831,100,3,183,246,0.01639344262295082,33.333333333333336,3,1,1,5
C11430,0,5,429.2009415601175,85.8401883120235,145,4,489,1,0.010224948875255624,29.0,1,1,1,3
C11431,0,9,934.7412893988977,103.86014326654418,231,7,454,0,0.019823788546255508,25.666666666666668,4,3,4,11
C11432,0,10,1040.9023785356305,104.09023785356305,240,9,410,33,0.024390243902439025,24.0,3,5,5,13
C11433,0,10,1116.3916606957312,111.63916606957312,256,7,471,26,0.021231422505307854,25.6,2,4,5,11
C11434,0,7,500.91437001780406,71.55919571682915,245,6,335,17,0.020895522388059702,35.0,5,2,2,9
